	title	mean	rank	popularity	genres
359	Black Lagoon	8.03	605	155	['Action', 'Adult Cast', 'Organized Crime', 'Seinen']
360	Dennou Coil	8.03	606	1569	['Adventure', 'Award Winning', 'Drama', 'Mystery', 'Sci-Fi']
361	Full Metal Panic? Fumoffu	8.02	616	829	['Action', 'Comedy', 'Gag Humor', 'School']
362	Ginga Nagareboshi Gin	8.02	617	4270	['Action', 'Adventure', 'Anthropomorphic', 'Drama', 'Shounen']
363	Baby Steps 2nd Season	8.01	618	2241	['School', 'Shounen', 'Sports']
364	BanG Dream! 3rd Season	8.01	619	3690	['CGDCT', 'Music', 'School']
365	Boku no Hero Academia 3rd Season	8.01	621	26	['Action', 'School', 'Shounen', 'Super Power']
366	D.Gray-man	8.01	622	292	['Action', 'Adventure', 'Fantasy', 'Mythology', 'Shounen', 'Super Power']
367	Hibike! Euphonium	8.01	623	487	['Drama', 'Music', 'Performing Arts', 'School']
368	SK∞	8.01	624	391	['Racing', 'Sports']
369	Slayers Next	8.01	625	2601	['Action', 'Adventure', 'Comedy', 'Fantasy']
370	Toaru Kagaku no Railgun S	8.01	626	601	['Action', 'Fantasy', 'Sci-Fi', 'Super Power']
371	Juuni Kokuki	8.01	628	1520	['Action', 'Adventure', 'Fantasy', 'Isekai']
372	Kimi ni Todoke	8.01	630	166	['Drama', 'Romance', 'School', 'Shoujo']
373	Magi: The Labyrinth of Magic	8.01	631	147	['Action', 'Adventure', 'Fantasy', 'Shounen']
374	Pui Pui Molcar	8.01	633	5247	['Anthropomorphic', 'Comedy', 'Kids']
375	Saiunkoku Monogatari 2nd Season	8.01	634	3505	['Adventure', 'Fantasy', 'Historical', 'Reverse Harem', 'Romance', 'Shoujo']
376	Shadows House 2nd Season	8.01	635	1829	['Fantasy', 'Mystery', 'Seinen']
377	Kaichou wa Maid-sama!	8.0	636	107	['Comedy', 'Romance', 'School', 'Shoujo']
378	Naruto	8.0	639	8	['Action', 'Adventure', 'Fantasy', 'Martial Arts', 'Shounen']
379	Tokyo Magnitude 8.0	8.0	643	825	['Award Winning', 'Drama']
380	Yahari Ore no Seishun Love Comedy wa Machigatteiru.	8.0	645	86	['Comedy', 'Love Polygon', 'Romance', 'School']
381	Zombieland Saga Revenge	8.0	646	1130	['Comedy', 'Idols (Female)', 'Music', 'Parody', 'Supernatural']
382	Shokugeki no Souma: San no Sara	7.99	647	161	['Ecchi', 'Gourmet', 'School', 'Shounen']
383	Kami nomi zo Shiru Sekai: Megami-hen	7.99	650	686	['Comedy', 'Harem', 'Otaku Culture', 'Romance', 'Shounen', 'Supernatural']
384	Kimi ni Todoke 2nd Season	7.99	653	462	['Drama', 'Romance', 'School', 'Shoujo']
385	Clannad	7.99	656	89	['Drama', 'Romance', 'School', 'Supernatural']
386	ef: A Tale of Melodies.	7.99	657	1442	['Drama', 'Mystery', 'Romance', 'Supernatural']
387	Hachimitsu to Clover	7.99	658	915	['Adult Cast', 'Comedy', 'Drama', 'Josei', 'Love Polygon', 'Romance', 'Visual Arts']
388	Bungou Stray Dogs Wan!	7.98	660	1849	['Comedy', 'Supernatural']
389	Durarara!!x2 Shou	7.98	661	467	['Action', 'Mystery', 'Supernatural']
390	Hanada Shounen-shi	7.98	662	5329	['Comedy', 'Drama', 'Seinen', 'Slice of Life', 'Supernatural']
391	Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen	7.98	664	771	['Fantasy', 'Isekai', 'Reincarnation']
392	Touch	7.98	665	3760	['Drama', 'Love Polygon', 'Romance', 'School', 'Shounen', 'Sports', 'Team Sports']
393	xxxHOLiC	7.98	666	752	['Comedy', 'Drama', 'Mystery', 'Seinen', 'Supernatural']
394	Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season	7.98	667	623	['Drama', 'Psychological', 'School', 'Suspense']
395	School Rumble Ni Gakki	7.98	672	1457	['Comedy', 'Gag Humor', 'Love Polygon', 'Romance', 'School', 'Shounen']
396	Kakushigoto	7.97	673	732	['Childcare', 'Comedy', 'Gag Humor', 'Otaku Culture', 'Shounen', 'Workplace']
397	Maoujou de Oyasumi	7.97	675	1132	['Comedy', 'Fantasy', 'Parody', 'Shounen']
398	Niehime to Kemono no Ou	7.97	676	2506	['Anthropomorphic', 'Fantasy', 'Romance', 'Shoujo']
399	Akagami no Shirayuki-hime 2nd Season	7.97	677	658	['Drama', 'Fantasy', 'Medical', 'Romance', 'Shoujo']
400	Dragon Ball	7.97	680	149	['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']
401	Haibane Renmei	7.97	681	849	['Drama', 'Fantasy', 'Mystery', 'Psychological', 'Suspense']
402	Yofukashi no Uta	7.96	685	365	['Romance', 'Shounen', 'Supernatural', 'Vampire']
403	Youjo Senki	7.96	686	184	['Action', 'Fantasy', 'Isekai', 'Military', 'Reincarnation']
404	Ookiku Furikabutte: Natsu no Taikai-hen	7.96	687	3343	['Seinen', 'Sports', 'Team Sports']
405	ReLIFE	7.96	688	150	['Drama', 'Romance', 'School']
406	Durarara!!x2 Ten	7.96	690	587	['Action', 'Mystery', 'Supernatural']
407	Hokuto no Ken	7.96	693	1720	['Action', 'Drama', 'Gore', 'Martial Arts', 'Sci-Fi', 'Shounen', 'Super Power']
408	Hyouge Mono	7.96	694	4181	['Adult Cast', 'Historical', 'Samurai', 'Seinen', 'Visual Arts']
409	Atarashii Joushi wa Do Tennen	7.95	696	3028	['Adult Cast', 'Iyashikei', 'Slice of Life', 'Workplace']
410	Bishoujo Senshi Sailor Moon: Sailor Stars	7.95	697	1922	['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Romance', 'Shoujo']
411	Bleach	7.95	698	38	['Action', 'Adventure', 'Fantasy', 'Shounen']
412	High Score Girl II	7.95	701	1649	['Comedy', 'Love Polygon', 'Romantic Subtext', 'School', 'Seinen', 'Video Game']
413	Tate no Yuusha no Nariagari	7.95	702	68	['Action', 'Adventure', 'Drama', 'Fantasy', 'Isekai']
414	Working!!!	7.95	704	989	['Comedy', 'Romance', 'Seinen', 'Workplace']
415	Mahou Shoujo Lyrical Nanoha A's	7.95	706	2730	['Action', 'Comedy', 'Drama', 'Fantasy', 'Mahou Shoujo']
416	Nagi no Asu kara	7.95	708	361	['Drama', 'Fantasy', 'Love Polygon', 'Romance']
417	Kanon (2006)	7.94	709	905	['Drama', 'Romance', 'Supernatural']
418	Kindaichi Shounen no Jikenbo	7.94	712	4023	['Mystery', 'Shounen']
419	Kobato.	7.94	713	1414	['Comedy', 'Drama', 'Fantasy', 'Romance']
420	Kobayashi-san Chi no Maid Dragon	7.94	714	111	['Fantasy', 'Slice of Life']
421	Non Non Biyori	7.94	716	541	['CGDCT', 'Iyashikei', 'School', 'Seinen', 'Slice of Life']
422	Noragami	7.94	717	27	['Action', 'Fantasy', 'Mythology', 'Shounen']
423	Fate/Grand Order: Zettai Majuu Sensen Babylonia	7.94	719	867	['Action', 'Fantasy', 'Isekai', 'Supernatural']
424	Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen	7.94	722	279	['Ecchi', 'Gourmet', 'School', 'Shounen']
425	Wotaku ni Koi wa Muzukashii	7.93	727	158	['Adult Cast', 'Comedy', 'Otaku Culture', 'Romance', 'Workplace']
426	Yowamushi Pedal	7.93	729	1047	['Racing', 'Shounen', 'Sports']
427	Kono Oto Tomare!	7.93	730	782	['Drama', 'Music', 'School', 'Shounen']
428	Love Live! Superstar!!	7.93	731	2631	['Idols (Female)', 'Music', 'School', 'Slice of Life']
429	Mawaru Penguindrum	7.93	733	813	['Avant Garde', 'Drama', 'Mystery', 'Psychological', 'Supernatural', 'Suspense']
430	Nurarihyon no Mago: Sennen Makyou	7.93	734	1454	['Action', 'Mythology', 'Shounen', 'Supernatural']
431	Osomatsu-san	7.93	736	1378	['Comedy', 'Gag Humor', 'Parody']
432	Phantom: Requiem for the Phantom	7.93	737	712	['Action', 'Drama', 'Organized Crime', 'Suspense']
433	Full Moon wo Sagashite	7.93	741	1971	['Comedy', 'Drama', 'Music', 'Romance', 'Shoujo', 'Showbiz', 'Supernatural']
434	Hidamari Sketch x Honeycomb	7.93	742	4539	['CGDCT', 'Iyashikei', 'School', 'Slice of Life', 'Visual Arts']
435	Full Metal Panic! The Second Raid	7.92	745	937	['Action', 'Mecha', 'Military']
436	Gochuumon wa Usagi desu ka? Bloom	7.92	746	2744	['CGDCT', 'Iyashikei', 'Slice of Life', 'Workplace']
437	Touhai Densetsu Akagi: Yami ni Maiorita Tensai	7.92	748	2044	['Adult Cast', 'High Stakes Game', 'Organized Crime', 'Psychological', 'Seinen', 'Strategy Game', 'Suspense']
438	Kidou Senshi Gundam: Suisei no Majo Season 2	7.92	750	2261	['Action', 'Mecha', 'School', 'Sci-Fi', 'Space']
439	Kimi to Boku. 2	7.92	751	2273	['Iyashikei', 'School', 'Shounen', 'Slice of Life']
440	Nige Jouzu no Wakagimi	7.92	754	3209	['Adventure', 'Comedy', 'Historical', 'Samurai', 'Shounen']
441	Overlord III	7.92	755	189	['Action', 'Adventure', 'Fantasy', 'Isekai']
442	Kuuchuu Buranko	7.91	756	2180	['Avant Garde', 'Drama', 'Medical', 'Psychological']
443	Log Horizon	7.91	757	134	['Action', 'Adult Cast', 'Adventure', 'Fantasy', 'Video Game']
444	Overlord	7.91	759	67	['Action', 'Adventure', 'Fantasy', 'Isekai']
445	Plastic Memories	7.91	760	168	['Drama', 'Romance', 'Sci-Fi']
446	City Hunter	7.91	763	2386	['Action', 'Adult Cast', 'Comedy', 'Mystery', 'Shounen']
447	Eyeshield 21	7.91	766	1309	['Shounen', 'Sports', 'Team Sports']
448	Takarajima	7.91	769	4824	['Adventure', 'Drama', 'Historical', 'Mystery']
449	Tokyo Revengers	7.91	771	106	['Action', 'Delinquents', 'Drama', 'Shounen', 'Supernatural', 'Time Travel']
450	Yakitate!! Japan	7.91	773	2122	['Comedy', 'Gourmet', 'Shounen']
451	Yuru Yuri San☆Hai!	7.91	774	1780	['CGDCT', 'Comedy', 'Gag Humor', 'Girls Love', 'School']
452	Vanitas no Karte	7.9	776	414	['Action', 'Fantasy', 'Historical', 'Mystery', 'Shounen', 'Vampire']
453	Yuri!!! on Ice	7.9	777	195	['Award Winning', 'Performing Arts', 'Sports']
454	Zetsuen no Tempest	7.9	778	366	['Action', 'Drama', 'Fantasy', 'Mystery', 'Psychological', 'Shounen', 'Suspense']
455	Kaleido Star	7.9	779	2309	['Comedy', 'Drama', 'Fantasy', 'Performing Arts']
456	Kingdom	7.9	780	1097	['Action', 'Historical', 'Military', 'Seinen']
457	Kuroshitsuji: Kishuku Gakkou-hen	7.9	781	2566	['Action', 'Fantasy', 'Historical', 'Mystery', 'Mythology', 'School', 'Shounen']
458	Les Misérables: Shoujo Cosette	7.9	782	4095	['Drama', 'Historical']
459	Ore Monogatari!!	7.9	785	304	['Comedy', 'Romance', 'Shoujo']
460	Berserk: Ougon Jidai-hen - Memorial Edition	7.9	787	3485	['Action', 'Adventure', 'Drama', 'Fantasy', 'Gore', 'Horror', 'Military', 'Seinen']
